trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,is_circular_trip,datetime,sched_dep_datetime,sched_arr_datetime,hour,day_name,is_weekend,month,week_of_year,time_of_day_bucket,total_delay,delay_change,is_early_departure,is_early_arrival,trip_duration_scheduled,severe_delay,transport_type_enc,weather_condition_enc,event_type_enc,season_enc,weather_severity_index,feels_like_impact,event_impact_score,congestion_weather_combo,station_avg_dep_delay,station_delay_rate,route_avg_delay,route_delay_rate,actual_departure_delay_min_z,actual_arrival_delay_min_z,temperature_C_z,humidity_percent_z,wind_speed_kmh_z,precipitation_mm_z,event_attendance_est_z,traffic_congestion_index_z,total_delay_z,delay_change_z,trip_duration_scheduled_z,weather_severity_index_z,feels_like_impact_z,event_impact_score_z,congestion_weather_combo_z,actual_departure_delay_min_mm,actual_arrival_delay_min_mm,temperature_C_mm,humidity_percent_mm,wind_speed_kmh_mm,precipitation_mm_mm,event_attendance_est_mm,traffic_congestion_index_mm,total_delay_mm,delay_change_mm,trip_duration_scheduled_mm,weather_severity_index_mm,feels_like_impact_mm,event_impact_score_mm,congestion_weather_combo_mm
T00163,2023-01-02,21:45:00,Metro,Route_6,Station_28,Station_36,21:49:00,22:39:00,1,20,Clear,29.8,92,12,16.1,None,5000,33,0,0,0,Spring,1,0,2023-01-02T16:15:00Z,2023-01-02T16:19:00Z,2023-01-02T17:09:00Z,21,Monday,1,1,1,Evening,21,19,0,0,50,1,2,1,0,2,0.3829,3.576,165,12.6357,9.77,78.72,13.84,76.29,-1.2265,0.7193,1.2787,1.3418,-1.0021,1.0792,1.9237,-0.59,-0.0901,1.278,1.146,-0.3172,-0.1715,0.8561,-0.5611,0.1429,0.7188,0.87,0.8986,0.2034,0.805,1,0.3333,0.4808,0.7736,0.7907,0.3809,0.2762,0.3333,0.1349
T00164,2023-01-02,22:00:00,Train,Route_5,Station_12,Station_30,22:04:00,22:21:00,18,24,Clear,30.9,34,54,7.3,None,0,58,0,0,0,Summer,1,0,2023-01-02T16:30:00Z,2023-01-02T16:34:00Z,2023-01-02T16:51:00Z,22,Monday,1,1,1,Evening,42,6,0,0,17,1,3,1,0,3,0.4205,16.686,0,24.389,10.31,66.67,13.87,75.51,1.4856,1.1499,1.3745,-1.5104,1.4307,-0.4429,-0.6329,0.2654,1.7901,0.1218,-1.7638,-0.1343,2.6601,-0.5248,0.1071,0.9524,0.8438,0.8975,0.058,0.9153,0.365,0,0.5859,0.8846,0.5283,0.0233,0.419,0.8398,0,0.2604
T00165,2023-01-02,22:15:00,Bus,Route_16,Station_27,Station_45,22:16:00,22:45:00,-2,24,Cloudy,28.4,81,13,17.2,Sports,0,42,0,1,0,Autumn,1,0,2023-01-02T16:45:00Z,2023-01-02T16:46:00Z,2023-01-02T17:15:00Z,22,Monday,1,1,1,Evening,22,26,1,0,29,1,1,2,5,4,0.4099,3.692,0,17.2158,9.75,66.67,13.16,68.75,-1.7051,1.1499,1.1567,0.8009,-0.9442,1.2695,-0.6329,-0.2821,-5e-4,1.9006,-0.7057,-0.1859,-0.1465,-0.5248,-0.3007,0,0.8438,0.835,0.7391,0.2203,0.86,0,0.4242,0.5,0.9057,0.3023,0.4082,0.2812,0,0.1838
T00166,2023-01-02,22:30:00,Metro,Route_13,Station_42,Station_19,22:30:00,22:52:00,4,-2,Snow,-3.1,45,50,16.5,Festival,5000,32,0,0,0,Summer,0,0,2023-01-02T17:00:00Z,2023-01-02T17:00:00Z,2023-01-02T17:22:00Z,22,Monday,1,1,1,Evening,2,-6,0,1,22,0,2,5,2,3,0.8841,-1.55,160,28.2912,9.83,75,11.93,69.64,-0.7479,-1.6489,-1.5873,-0.9695,1.199,1.1484,1.9237,-0.6242,-1.7912,-0.9454,-1.3229,2.1213,-1.2787,0.8142,0.3289,0.2857,0.0312,0.0475,0.2174,0.8475,0.825,1,0.3232,0.1154,0.3019,0.1395,0.8888,0.0559,0.3232,0.302
T00167,2023-01-02,22:45:00,Tram,Route_5,Station_47,Station_23,22:49:00,23:33:00,-2,1,Fog,32.9,67,10,1.6,None,0,18,0,1,0,Summer,0,0,2023-01-02T17:15:00Z,2023-01-02T17:19:00Z,2023-01-02T18:03:00Z,22,Monday,1,1,1,Evening,-1,3,1,0,44,0,4,3,0,3,0.0828,3.29,0,1.4904,8.43,70.59,13.87,75.51,-1.7051,-1.326,1.5487,0.1124,-1.118,-1.4288,-0.6329,-1.1033,-2.0597,-0.145,0.6169,-1.7773,-0.2333,-0.5248,-1.1948,0,0.125,0.9475,0.5362,0.1695,0.08,0,0.1818,0.0577,0.4717,0.6512,0.0767,0.2639,0,0.0159
T00168,2023-01-02,23:00:00,Tram,Route_13,Station_30,Station_34,23:02:00,23:37:00,6,7,Clear,0.1,82,13,11.7,None,2000,7,1,0,0,Spring,1,0,2023-01-02T17:30:00Z,2023-01-02T17:32:00Z,2023-01-02T18:07:00Z,23,Monday,1,1,1,Evening,13,1,0,0,35,0,4,1,0,2,0.3,0.013,14,2.1,7.11,78.95,11.93,69.64,-0.4288,-0.6801,-1.3085,0.8501,-0.9442,0.3181,0.3897,-1.4797,-0.8063,-0.3228,-0.1767,-0.7206,-0.9411,-0.4076,-1.1601,0.381,0.3125,0.1275,0.7536,0.2203,0.585,0.4,0.0707,0.3269,0.434,0.4419,0.2968,0.1231,0.0283,0.0224
T00169,2023-01-02,23:15:00,Train,Route_17,Station_41,Station_13,23:15:00,23:54:00,0,6,Rain,-3.6,82,15,12.8,Festival,0,30,0,0,0,Spring,1,0,2023-01-02T17:45:00Z,2023-01-02T17:45:00Z,2023-01-02T18:24:00Z,23,Monday,1,1,1,Evening,6,6,0,0,39,0,3,4,2,2,0.3321,-0.54,0,9.963,7.91,71.43,13.47,78.18,-1.3861,-0.7878,-1.6309,0.8501,-0.8283,0.5084,-0.6329,-0.6927,-1.433,0.1218,0.176,-0.5644,-1.0605,-0.5248,-0.7131,0.0952,0.2812,0.035,0.7536,0.2542,0.64,0,0.303,0.1923,0.5283,0.5349,0.3294,0.0993,0,0.1064
T00170,2023-01-02,23:30:00,Metro,Route_18,Station_34,Station_43,23:30:00,00:03:00,9,-2,Storm,11.6,75,9,0,None,0,10,1,1,0,Summer,0,0,2023-01-02T18:00:00Z,2023-01-02T18:00:00Z,2023-01-02T18:33:00Z,23,Monday,1,1,1,Evening,7,-11,0,1,33,0,2,6,0,3,0.3458,1.044,0,3.458,9.57,71.43,14.13,75.25,0.0498,-1.6489,-0.3068,0.5058,-1.1759,-1.7056,-0.6329,-1.377,-1.3435,-1.3901,-0.353,-0.4977,-0.7184,-0.5248,-1.0829,0.5238,0.0312,0.415,0.6522,0.1525,0,0,0.101,0.2115,0.2075,0.3953,0.3433,0.1674,0,0.0369
T00171,2023-01-02,23:45:00,Bus,Route_8,Station_37,Station_29,23:49:00,00:38:00,16,11,Fog,2.8,44,19,19.6,Festival,0,7,1,0,0,Summer,1,0,2023-01-02T18:15:00Z,2023-01-02T18:19:00Z,2023-01-02T19:08:00Z,23,Monday,1,1,1,Evening,27,-5,0,0,49,0,1,3,2,3,0.4884,0.532,0,3.4188,8.84,62.16,13.31,74.31,1.1665,-0.2495,-1.0733,-1.0187,-0.5966,1.6846,-0.6329,-1.4797,0.4471,-0.8565,1.0578,0.1961,-0.829,-0.5248,-1.0852,0.8571,0.4375,0.195,0.2029,0.322,0.98,0,0.0707,0.5962,0.3208,0.7674,0.4878,0.1454,0,0.0365
T00172,2023-01-03,00:00:00,Tram,Route_13,Station_6,Station_36,00:02:00,00:50:00,12,3,Cloudy,2.4,88,15,8.1,None,0,24,1,0,1,Autumn,0,0,2023-01-02T18:30:00Z,2023-01-02T18:32:00Z,2023-01-02T19:20:00Z,0,Tuesday,0,1,1,Night,15,-9,0,0,48,0,4,2,0,4,0.2382,0.36,0,5.7168,8.03,76.32,11.93,69.64,0.5284,-1.1107,-1.1082,1.1451,-0.8283,-0.3045,-0.6329,-0.898,-0.6273,-1.2122,0.9696,-1.0213,-0.8662,-0.5248,-0.9545,0.6667,0.1875,0.185,0.8406,0.2542,0.405,0,0.2424,0.3654,0.2453,0.7442,0.2342,0.138,0,0.061
T00173,2023-01-03,00:15:00,Metro,Route_19,Station_7,Station_22,00:16:00,01:14:00,19,16,Fog,6.5,79,59,10.3,None,0,19,0,0,1,Spring,1,0,2023-01-02T18:45:00Z,2023-01-02T18:46:00Z,2023-01-02T19:44:00Z,0,Tuesday,0,1,1,Night,35,-3,0,0,58,1,2,3,0,2,0.5059,3.835,0,9.6121,8.69,72.41,13.36,76.84,1.6452,0.2887,-0.751,0.7025,1.7203,0.076,-0.6329,-1.0691,1.1634,-0.6786,1.8513,0.2812,-0.1156,-0.5248,-0.7331,1,0.5938,0.2875,0.7101,1,0.515,0,0.1919,0.75,0.3585,0.9767,0.5055,0.2874,0,0.1026
T00174,2023-01-03,00:30:00,Metro,Route_3,Station_32,Station_47,00:34:00,01:07:00,13,18,Snow,4.9,38,57,3.9,None,0,37,0,0,1,Autumn,1,0,2023-01-02T19:00:00Z,2023-01-02T19:04:00Z,2023-01-02T19:37:00Z,0,Tuesday,0,1,1,Night,31,5,0,0,33,1,2,5,0,4,0.6678,2.793,0,24.7086,9.04,73.47,13.07,71.93,0.6879,0.504,-0.8904,-1.3137,1.6045,-1.031,-0.6329,-0.4532,0.8052,0.0329,-0.353,1.0689,-0.3407,-0.5248,0.1252,0.7143,0.6562,0.2475,0.1159,0.9661,0.195,0,0.3737,0.6731,0.5094,0.3953,0.6696,0.2426,0,0.2638
T00175,2023-01-03,00:45:00,Train,Route_8,Station_32,Station_36,00:47:00,01:34:00,7,27,Cloudy,22.4,55,33,12.2,Concert,0,6,1,0,1,Winter,1,0,2023-01-02T19:15:00Z,2023-01-02T19:17:00Z,2023-01-02T20:04:00Z,0,Tuesday,0,1,1,Night,34,20,0,0,47,1,3,2,1,1,0.4117,7.392,0,2.4702,9.04,73.47,13.31,74.31,-0.2693,1.4728,0.6341,-0.4777,0.2143,0.4046,-0.6329,-1.5139,1.0738,1.367,0.8814,-0.1771,0.6527,-0.5248,-1.1391,0.4286,0.9375,0.685,0.3623,0.5593,0.61,0,0.0606,0.7308,0.7925,0.7209,0.4101,0.4403,0,0.0264
T00176,2023-01-03,01:00:00,Tram,Route_2,Station_25,Station_9,01:00:00,01:44:00,19,19,Storm,2.5,32,56,16.2,Festival,0,76,0,0,1,Autumn,1,0,2023-01-02T19:30:00Z,2023-01-02T19:30:00Z,2023-01-02T20:14:00Z,1,Tuesday,0,1,1,Night,38,0,0,0,44,1,4,6,2,4,0.9086,1.4,0,69.0536,9.57,70,13.22,77.27,1.6452,0.6116,-1.0995,-1.6088,1.5465,1.0965,-0.6329,0.8813,1.432,-0.4118,0.6169,2.2405,-0.6415,-0.5248,2.6465,1,0.6875,0.1875,0.029,0.9492,0.81,0,0.7677,0.8077,0.4151,0.6512,0.9137,0.1827,0,0.7372
T00177,2023-01-03,01:15:00,Tram,Route_8,Station_33,Station_39,01:17:00,01:53:00,3,15,Rain,16.7,76,15,11.7,Parade,0,38,0,0,1,Summer,1,0,2023-01-02T19:45:00Z,2023-01-02T19:47:00Z,2023-01-02T20:23:00Z,1,Tuesday,0,1,1,Night,18,12,0,0,36,0,4,4,3,3,0.3102,2.505,0,11.7876,10.27,76.67,13.31,74.31,-0.9074,0.1811,0.1375,0.555,-0.8283,0.3181,-0.6329,-0.4189,-0.3587,0.6555,-0.0885,-0.6709,-0.4029,-0.5248,-0.6094,0.2381,0.5625,0.5425,0.6667,0.2542,0.585,0,0.3838,0.4231,0.6415,0.4651,0.3072,0.2302,0,0.1258
T00178,2023-01-03,01:30:00,Bus,Route_13,Station_7,Station_19,01:30:00,01:57:00,14,0,Clear,34.5,34,13,15.8,Protest,0,73,0,0,1,Winter,0,0,2023-01-02T20:00:00Z,2023-01-02T20:00:00Z,2023-01-02T20:27:00Z,1,Tuesday,0,1,1,Night,14,-14,0,0,27,0,1,1,4,1,0.3819,4.485,0,27.8787,8.69,72.41,11.93,69.64,0.8475,-1.4336,1.6881,-1.5104,-0.9442,1.0273,-0.6329,0.7786,-0.7168,-1.6569,-0.882,-0.3221,0.0248,-0.5248,0.3055,0.7619,0.0938,0.9875,0.058,0.2203,0.79,0,0.73740000000000006,0.3462,0.1509,0.2558,0.3799,0.3153,0,0.2976
T00179,2023-01-03,01:45:00,Tram,Route_13,Station_12,Station_38,01:49:00,02:32:00,18,20,Fog,12.3,91,52,14.6,None,5000,71,0,1,1,Autumn,1,0,2023-01-02T20:15:00Z,2023-01-02T20:19:00Z,2023-01-02T21:02:00Z,1,Tuesday,0,1,1,Night,38,2,0,0,43,1,4,3,0,4,0.5563,6.396,355,39.4973,10.31,66.67,11.93,69.64,1.4856,0.7193,-0.2458,1.2927,1.3148,0.8198,1.9237,0.7102,1.432,-0.2339,0.5287,0.5264,0.4376,2.4461,0.966,0.9524,0.7188,0.4325,0.8841,0.8814,0.73,1,0.7172,0.8077,0.4528,0.6279,0.5566,0.3974,0.7172,0.4217
T00180,2023-01-03,02:00:00,Bus,Route_1,Station_16,Station_6,02:04:00,02:27:00,19,16,Cloudy,20.7,34,27,4.8,None,0,19,0,0,1,Winter,1,0,2023-01-02T20:30:00Z,2023-01-02T20:34:00Z,2023-01-02T20:57:00Z,2,Tuesday,0,1,1,Night,35,-3,0,0,23,1,1,2,0,1,0.2332,5.589,0,4.4308,8.65,83.78,13.43,73.56,1.6452,0.2887,0.486,-1.5104,-0.1333,-0.8753,-0.6329,-1.0691,1.1634,-0.6786,-1.2347,-1.0456,0.2633,-0.5248,-1.0276,1,0.5938,0.6425,0.058,0.4576,0.24,0,0.1919,0.75,0.3585,0.1628,0.2291,0.3627,0,0.0473
T00181,2023-01-03,02:15:00,Tram,Route_6,Station_16,Station_47,02:18:00,03:05:00,14,24,Storm,33.8,39,17,8.7,None,0,80,0,0,1,Spring,1,0,2023-01-02T20:45:00Z,2023-01-02T20:48:00Z,2023-01-02T21:35:00Z,2,Tuesday,0,1,1,Night,38,10,0,0,47,1,4,6,0,2,0.5604,5.746,0,44.832,8.65,83.78,13.84,76.29,0.8475,1.1499,1.6271,-1.2645,-0.7125,-0.2008,-0.6329,1.0181,1.432,0.4776,0.8814,0.5464,0.2972,-0.5248,1.2694,0.7619,0.8438,0.97,0.1304,0.2881,0.435,0,0.8081,0.8077,0.6038,0.7209,0.5608,0.3695,0,0.4786
T00182,2023-01-03,02:30:00,Train,Route_19,Station_43,Station_15,02:33:00,02:52:00,18,13,Clear,0.5,92,25,3,Festival,0,10,0,0,1,Autumn,1,0,2023-01-02T21:00:00Z,2023-01-02T21:03:00Z,2023-01-02T21:22:00Z,2,Tuesday,0,1,1,Night,31,-5,0,0,19,0,3,1,2,4,0.1871,0.125,0,1.871,8.29,66.67,13.36,76.84,1.4856,-0.0342,-1.2737,1.3418,-0.2491,-1.1867,-0.6329,-1.377,0.8052,-0.8565,-1.5874,-1.2699,-0.9169,-0.5248,-1.1732,0.9524,0.5,0.1375,0.8986,0.4237,0.15,0,0.101,0.6731,0.3208,0.0698,0.1824,0.1279,0,0.02
T00183,2023-01-03,02:45:00,Tram,Route_16,Station_36,Station_20,02:48:00,03:07:00,16,15,Storm,11.7,54,37,0.8,None,5000,15,0,0,1,Autumn,1,0,2023-01-02T21:15:00Z,2023-01-02T21:18:00Z,2023-01-02T21:37:00Z,2,Tuesday,0,1,1,Night,31,-1,0,0,19,0,4,6,0,4,0.5041,4.329,75,7.5615,9.11,78.95,13.16,68.75,1.1665,0.1811,-0.298,-0.5269,0.446,-1.5672,1.9237,-1.2059,0.8052,-0.5007,-1.5874,0.2725,-0.0089,0.1029,-0.8496,0.8571,0.5625,0.4175,0.3478,0.6271,0.04,1,0.1515,0.6731,0.3962,0.0698,0.5037,0.3086,0.1515,0.0807
T00184,2023-01-03,03:00:00,Bus,Route_8,Station_13,Station_9,03:04:00,03:41:00,15,28,Rain,29,73,6,1.3,Parade,0,41,0,0,1,Spring,1,0,2023-01-02T21:30:00Z,2023-01-02T21:34:00Z,2023-01-02T22:11:00Z,3,Tuesday,0,1,1,Night,43,13,0,0,37,1,1,4,3,2,0.0565,1.74,0,2.3165,8.39,77.55,13.31,74.31,1.007,1.5805,1.209,0.4075,-1.3497,-1.4807,-0.6329,-0.3163,1.8796,0.7444,-3e-4,-1.9053,-0.5681,-0.5248,-1.1478,0.8095,0.9688,0.85,0.6232,0.1017,0.065,0,0.4141,0.9038,0.6604,0.4884,0.0501,0.1973,0,0.0247
T00185,2023-01-03,03:15:00,Bus,Route_1,Station_7,Station_32,03:16:00,03:51:00,8,26,Clear,32.3,54,44,18.8,Parade,0,95,0,0,1,Autumn,1,0,2023-01-02T21:45:00Z,2023-01-02T21:46:00Z,2023-01-02T22:21:00Z,3,Tuesday,0,1,1,Night,34,18,0,0,35,1,1,1,3,4,0.5995,14.212,0,56.9525,8.69,72.41,13.43,73.56,-0.1098,1.3652,1.4965,-0.5269,0.8515,1.5462,-0.6329,1.5314,1.0738,1.1891,-0.1767,0.7366,2.1257,-0.5248,1.9585,0.4762,0.9062,0.9325,0.3478,0.7458,0.94,0,0.9596,0.7308,0.7547,0.4419,0.6004,0.7334,0,0.608
T00186,2023-01-03,03:30:00,Train,Route_16,Station_36,Station_4,03:34:00,04:25:00,4,13,Clear,19,59,33,19.7,None,0,89,0,0,1,Winter,1,0,2023-01-02T22:00:00Z,2023-01-02T22:04:00Z,2023-01-02T22:55:00Z,3,Tuesday,0,1,1,Night,17,9,0,0,51,0,3,1,0,1,0.5616,6.27,0,49.9824,9.11,78.95,13.16,68.75,-0.7479,-0.0342,0.3379,-0.281,0.2143,1.7019,-0.6329,1.3261,-0.4482,0.3887,1.2341,0.5522,0.4103,-0.5248,1.5622,0.2857,0.5,0.6,0.4203,0.5593,0.985,0,0.899,0.4038,0.5849,0.814,0.562,0.392,0,0.5336
T00187,2023-01-03,03:45:00,Tram,Route_9,Station_47,Station_50,03:47:00,04:21:00,7,25,Clear,0.7,43,46,1.9,Festival,2000,51,0,1,1,Spring,1,0,2023-01-02T22:15:00Z,2023-01-02T22:17:00Z,2023-01-02T22:51:00Z,3,Tuesday,0,1,1,Night,32,18,0,0,34,1,4,1,2,2,0.2719,0.322,102,13.8669,8.43,70.59,12.83,76.24,-0.2693,1.2575,-1.2563,-1.0678,0.9673,-1.377,0.3897,0.0259,0.8948,1.1891,-0.2648,-0.8573,-0.8744,0.3288,-0.4911,0.4286,0.875,0.1425,0.1884,0.7797,0.095,0.4,0.5152,0.6923,0.7547,0.4186,0.2684,0.1363,0.2061,0.148
T00188,2023-01-03,04:00:00,Tram,Route_13,Station_9,Station_18,04:04:00,04:33:00,4,2,Cloudy,31.1,72,48,6.7,Parade,2000,36,0,1,1,Winter,0,0,2023-01-02T22:30:00Z,2023-01-02T22:34:00Z,2023-01-02T23:03:00Z,4,Tuesday,0,1,1,Night,6,-2,0,0,29,0,4,2,3,1,0.378,14.928,72,13.608,6.95,70.27,11.93,69.64,-0.7479,-1.2183,1.3919,0.3583,1.0831,-0.5467,0.3897,-0.4874,-1.433,-0.5897,-0.7057,-0.3411,2.2804,0.0778,-0.5059,0.2857,0.1562,0.9025,0.6087,0.8136,0.335,0.4,0.3636,0.1923,0.3774,0.3023,0.3759,0.7642,0.1455,0.1453
T00189,2023-01-03,04:15:00,Train,Route_11,Station_32,Station_5,04:19:00,04:43:00,2,13,Clear,2,57,44,2.3,Protest,0,51,0,0,1,Autumn,1,0,2023-01-02T22:45:00Z,2023-01-02T22:49:00Z,2023-01-02T23:13:00Z,4,Tuesday,0,1,1,Night,15,11,0,0,24,0,3,1,4,4,0.2697,0.88,0,13.7547,9.04,73.47,13.34,72.73,-1.067,-0.0342,-1.143,-0.3794,0.8515,-1.3078,-0.6329,0.0259,-0.6273,0.5665,-1.1466,-0.868,-0.7538,-0.5248,-0.4975,0.1905,0.5,0.175,0.3913,0.7458,0.115,0,0.5152,0.3654,0.6226,0.186,0.2661,0.1603,0,0.1468
T00190,2023-01-03,04:30:00,Tram,Route_13,Station_11,Station_20,04:30:00,05:19:00,9,13,Storm,9.1,48,6,16.7,Concert,0,8,0,1,1,Autumn,1,0,2023-01-02T23:00:00Z,2023-01-02T23:00:00Z,2023-01-02T23:49:00Z,4,Tuesday,0,1,1,Night,22,4,0,0,49,0,4,6,1,4,0.6643,0.546,0,5.3144,8.03,76.92,11.93,69.64,0.0498,-0.0342,-0.5245,-0.8219,-1.3497,1.183,-0.6329,-1.4454,-5e-4,-0.056,1.0578,1.0519,-0.826,-0.5248,-0.9774,0.5238,0.5,0.3525,0.2609,0.1017,0.835,0,0.0808,0.5,0.4906,0.7674,0.6661,0.146,0,0.0567
T00191,2023-01-03,04:45:00,Tram,Route_10,Station_8,Station_23,04:45:00,05:25:00,13,10,Cloudy,10,71,32,9.9,Protest,0,34,0,1,1,Autumn,1,0,2023-01-02T23:15:00Z,2023-01-02T23:15:00Z,2023-01-02T23:55:00Z,4,Tuesday,0,1,1,Night,23,-3,0,0,40,0,4,2,4,4,0.3606,3.2,0,12.2604,9.6,66.67,11.81,70.93,0.6879,-0.3572,-0.4461,0.3091,0.1564,0.0068,-0.6329,-0.5558,0.089,-0.6786,0.2642,-0.4257,-0.2527,-0.5248,-0.5825,0.7143,0.4062,0.375,0.5942,0.5424,0.495,0,0.3434,0.5192,0.3585,0.5581,0.3583,0.2601,0,0.1309
T00192,2023-01-03,05:00:00,Bus,Route_4,Station_33,Station_11,05:00:00,05:31:00,18,20,Clear,12.9,49,34,12.4,None,0,66,0,0,1,Autumn,1,0,2023-01-02T23:30:00Z,2023-01-02T23:30:00Z,2023-01-03T00:01:00Z,5,Tuesday,0,1,1,Night,38,2,0,0,31,1,1,1,0,4,0.4208,4.386,0,27.7728,10.27,76.67,12.68,72.12,1.4856,0.7193,-0.1935,-0.7728,0.2722,0.4392,-0.6329,0.5391,1.432,-0.2339,-0.5294,-0.1328,0.0034,-0.5248,0.2995,0.9524,0.7188,0.4475,0.2754,0.5763,0.62,0,0.6667,0.8077,0.4528,0.3488,0.4193,0.311,0,0.2965
T00193,2023-01-03,05:15:00,Tram,Route_6,Station_23,Station_37,05:19:00,06:11:00,15,28,Storm,26.6,40,51,10.8,Concert,2000,94,0,1,1,Winter,1,0,2023-01-02T23:45:00Z,2023-01-02T23:49:00Z,2023-01-03T00:41:00Z,5,Tuesday,0,1,1,Night,43,13,0,0,52,1,4,6,1,1,0.7752,13.566,188,72.8688,9.51,79.07,13.84,76.29,1.007,1.5805,0.9999,-1.2154,1.2569,0.1625,0.3897,1.4972,1.8796,0.7444,1.3223,1.5915,1.9862,1.0485,2.8634,0.8095,0.9688,0.79,0.1449,0.8644,0.54,0.4,0.9495,0.9038,0.6604,0.8372,0.7785,0.7056,0.3798,0.7779
T00194,2023-01-03,05:30:00,Tram,Route_7,Station_25,Station_22,05:31:00,06:21:00,0,10,Storm,27.1,83,49,14.2,None,0,6,0,0,1,Autumn,1,0,2023-01-03T00:00:00Z,2023-01-03T00:01:00Z,2023-01-03T00:51:00Z,5,Tuesday,0,1,1,Night,10,10,0,0,50,0,4,6,0,4,0.833,13.279,0,4.998,9.57,70,13.58,79.78,-1.3861,-0.3572,1.0435,0.8992,1.1411,0.7506,-0.6329,-1.5139,-1.0749,0.4776,1.146,1.8727,1.9242,-0.5248,-0.9954,0.0952,0.4062,0.8025,0.7681,0.8305,0.71,0,0.0606,0.2692,0.6038,0.7907,0.837,0.6933,0,0.0534
T00195,2023-01-03,05:45:00,Train,Route_5,Station_8,Station_4,05:47:00,06:15:00,17,23,Fog,23.8,53,38,6.4,None,0,1,1,0,1,Spring,1,0,2023-01-03T00:15:00Z,2023-01-03T00:17:00Z,2023-01-03T00:45:00Z,5,Tuesday,0,1,1,Night,40,6,0,0,28,1,3,3,0,2,0.3212,9.044,0,0.3212,9.6,66.67,13.87,75.51,1.3261,1.0422,0.756,-0.5761,0.5039,-0.5986,-0.6329,-1.685,1.611,0.1218,-0.7939,-0.6174,1.0095,-0.5248,-1.2613,0.9048,0.8125,0.72,0.3333,0.6441,0.32,0,0.0101,0.8462,0.5283,0.2791,0.3183,0.5113,0,0.0034
T00196,2023-01-03,06:00:00,Train,Route_11,Station_45,Station_29,06:02:00,06:39:00,12,15,Storm,-4.1,99,20,2.7,Festival,0,24,0,0,1,Spring,1,0,2023-01-03T00:30:00Z,2023-01-03T00:32:00Z,2023-01-03T01:09:00Z,6,Tuesday,0,1,1,Morning,27,3,0,0,37,0,3,6,2,2,0.4557,-0.82,0,10.9368,9.22,73.33,13.34,72.73,0.5284,0.1811,-1.6744,1.6861,-0.5387,-1.2386,-0.6329,-0.898,0.4471,-0.145,-3e-4,0.037,-1.121,-0.5248,-0.6577,0.6667,0.5625,0.0225,1,0.339,0.135,0,0.2424,0.5962,0.4717,0.4884,0.4546,0.0873,0,0.1168
T00197,2023-01-03,06:15:00,Metro,Route_13,Station_22,Station_44,06:16:00,07:09:00,2,27,Snow,17.6,46,48,0.4,Concert,500,75,0,1,1,Summer,1,0,2023-01-03T00:45:00Z,2023-01-03T00:46:00Z,2023-01-03T01:39:00Z,6,Tuesday,0,1,1,Morning,29,25,0,0,53,1,2,5,1,3,0.5521,8.448,37.5,41.4075,7.28,82.61,11.93,69.64,-1.067,1.4728,0.2159,-0.9203,1.0831,-1.6364,-0.3772,0.8471,0.6262,1.8117,1.4105,0.506,0.8808,-0.211,1.0747,0.1905,0.9375,0.565,0.2319,0.8136,0.02,0.1,0.7576,0.6346,0.8868,0.8605,0.5523,0.4856,0.0758,0.4421
T00198,2023-01-03,06:30:00,Bus,Route_19,Station_4,Station_34,06:31:00,07:00:00,10,5,Rain,24.9,57,27,8.9,None,500,93,0,0,1,Spring,0,0,2023-01-03T01:00:00Z,2023-01-03T01:01:00Z,2023-01-03T01:30:00Z,6,Tuesday,0,1,1,Morning,15,-5,0,0,29,0,1,4,0,2,0.3152,6.723,46.5,29.3136,7.95,80.95,13.36,76.84,0.2093,-0.8954,0.8518,-0.3794,-0.1333,-0.1662,-0.3772,1.463,-0.6273,-0.8565,-0.7057,-0.6466,0.5082,-0.1356,0.3871,0.5714,0.25,0.7475,0.3913,0.4576,0.445,0.1,0.9394,0.3654,0.3208,0.3023,0.3123,0.4115,0.0939,0.313
T00199,2023-01-03,06:45:00,Tram,Route_10,Station_40,Station_13,06:47:00,07:12:00,16,13,Clear,12.8,79,31,18.2,None,5000,93,0,0,1,Summer,1,0,2023-01-03T01:15:00Z,2023-01-03T01:17:00Z,2023-01-03T01:42:00Z,6,Tuesday,0,1,1,Morning,29,-3,0,0,25,0,4,1,0,3,0.5214,3.968,465,48.4902,9.98,73.47,11.81,70.93,1.1665,-0.0342,-0.2022,0.7025,0.0984,1.4424,1.9237,1.463,0.6262,-0.6786,-1.0584,0.3566,-0.0869,3.3667,1.4773,0.8571,0.5,0.445,0.7101,0.5254,0.91,1,0.9394,0.6346,0.3585,0.2093,0.5212,0.2931,0.9394,0.5177
